Brasil e Unidade da Federação;Atividades;Mês;Índice base fixa (2014=100)
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2011;80.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2011;88.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2011;91.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2011;85.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2011;83.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2011;89.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2011;88.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2011;87.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2011;91.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2011;89.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2011;112.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2012;91.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2012;91.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2012;98.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2012;94.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2012;92.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2012;93.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2012;94.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2012;96.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2012;95.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2012;97.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2012;96.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2012;120.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2013;94.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2013;89.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2013;102.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2013;89.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2013;95.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2013;92.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2013;96.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2013;101.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2013;96.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2013;100.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2013;102.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2013;123.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2014;99.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2014;94.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2014;100.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2014;98.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2014;97.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2014;93.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2014;96.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2014;100.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2014;94.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2014;102.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2014;101.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2014;122.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2015;100.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2015;92.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2015;97.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2015;96.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2015;95.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2015;90.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2015;94.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2015;95.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2015;92.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2015;101.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2015;95.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2015;117.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2016;94.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2016;91.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2016;96.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2016;92.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2016;90.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2016;89.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2016;93.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2016;93.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2016;90.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2016;95.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2016;93.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2016;114.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2017;94.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2017;90.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2017;89.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2017;94.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2017;90.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2017;90.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2017;93.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2017;94.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2017;95.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2017;96.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2017;99.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2017;120.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2018;97.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2018;92.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2018;103.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2018;94.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2018;97.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2018;93.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2018;94.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2018;100.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2018;96.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2018;98.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2018;102.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2018;122.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2019;99.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2019;93.7
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2019;97.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2019;96.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2019;96.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2019;94.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2019;96.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2019;102.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2019;96.3
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2019;101.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2019;105.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2019;119.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2020;96.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2020;97.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2020;108.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2020;100.9
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2020;105.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2020;100.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2020;105.6
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2020;105.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/09/2020;100.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/10/2020;108.5
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/11/2020;103.2
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/12/2020;123.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/01/2021;98.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/02/2021;93.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/03/2021;104.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/04/2021;99.1
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/05/2021;101.0
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/06/2021;97.4
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/07/2021;103.8
Brasil;Hipermercados, supermercados, produtos alimentícios, bebidas e fumo;01/08/2021;100.6
Brasil;Hipermercados e supermercados;01/01/2000;53.6
Brasil;Hipermercados e supermercados;01/02/2000;53.1
Brasil;Hipermercados e supermercados;01/03/2000;56.7
Brasil;Hipermercados e supermercados;01/04/2000;57.7
Brasil;Hipermercados e supermercados;01/05/2000;55.2
Brasil;Hipermercados e supermercados;01/06/2000;55.3
Brasil;Hipermercados e supermercados;01/07/2000;57.5
Brasil;Hipermercados e supermercados;01/08/2000;56.7
Brasil;Hipermercados e supermercados;01/09/2000;57.1
Brasil;Hipermercados e supermercados;01/10/2000;56.3
Brasil;Hipermercados e supermercados;01/11/2000;56.4
Brasil;Hipermercados e supermercados;01/12/2000;75.4
Brasil;Hipermercados e supermercados;01/01/2001;55.3
Brasil;Hipermercados e supermercados;01/02/2001;53.9
Brasil;Hipermercados e supermercados;01/03/2001;59.6
Brasil;Hipermercados e supermercados;01/04/2001;57.9
Brasil;Hipermercados e supermercados;01/05/2001;55.6
Brasil;Hipermercados e supermercados;01/06/2001;55.9
Brasil;Hipermercados e supermercados;01/07/2001;55.9
Brasil;Hipermercados e supermercados;01/08/2001;56.9
Brasil;Hipermercados e supermercados;01/09/2001;57.0
Brasil;Hipermercados e supermercados;01/10/2001;57.5
Brasil;Hipermercados e supermercados;01/11/2001;56.8
Brasil;Hipermercados e supermercados;01/12/2001;74.0
Brasil;Hipermercados e supermercados;01/01/2002;55.3
Brasil;Hipermercados e supermercados;01/02/2002;52.9
Brasil;Hipermercados e supermercados;01/03/2002;62.0
Brasil;Hipermercados e supermercados;01/04/2002;54.8
Brasil;Hipermercados e supermercados;01/05/2002;57.9
Brasil;Hipermercados e supermercados;01/06/2002;55.1
Brasil;Hipermercados e supermercados;01/07/2002;56.2
Brasil;Hipermercados e supermercados;01/08/2002;58.3
Brasil;Hipermercados e supermercados;01/09/2002;53.7
Brasil;Hipermercados e supermercados;01/10/2002;57.6
Brasil;Hipermercados e supermercados;01/11/2002;56.4
Brasil;Hipermercados e supermercados;01/12/2002;68.3
Brasil;Hipermercados e supermercados;01/01/2003;52.9
Brasil;Hipermercados e supermercados;01/02/2003;50.8
Brasil;Hipermercados e supermercados;01/03/2003;54.1
Brasil;Hipermercados e supermercados;01/04/2003;54.6
Brasil;Hipermercados e supermercados;01/05/2003;54.4
Brasil;Hipermercados e supermercados;01/06/2003;50.4
Brasil;Hipermercados e supermercados;01/07/2003;53.2
Brasil;Hipermercados e supermercados;01/08/2003;55.1
Brasil;Hipermercados e supermercados;01/09/2003;51.9
Brasil;Hipermercados e supermercados;01/10/2003;55.3
Brasil;Hipermercados e supermercados;01/11/2003;55.1
Brasil;Hipermercados e supermercados;01/12/2003;69.5
Brasil;Hipermercados e supermercados;01/01/2004;54.5
Brasil;Hipermercados e supermercados;01/02/2004;53.3
Brasil;Hipermercados e supermercados;01/03/2004;56.1
Brasil;Hipermercados e supermercados;01/04/2004;58.5
Brasil;Hipermercados e supermercados;01/05/2004;57.1
Brasil;Hipermercados e supermercados;01/06/2004;55.1
Brasil;Hipermercados e supermercados;01/07/2004;59.0
Brasil;Hipermercados e supermercados;01/08/2004;57.4
Brasil;Hipermercados e supermercados;01/09/2004;56.9
Brasil;Hipermercados e supermercados;01/10/2004;61.5
Brasil;Hipermercados e supermercados;01/11/2004;58.9
Brasil;Hipermercados e supermercados;01/12/2004;78.2
Brasil;Hipermercados e supermercados;01/01/2005;58.1
Brasil;Hipermercados e supermercados;01/02/2005;52.8
Brasil;Hipermercados e supermercados;01/03/2005;61.3
Brasil;Hipermercados e supermercados;01/04/2005;57.3
Brasil;Hipermercados e supermercados;01/05/2005;57.3
Brasil;Hipermercados e supermercados;01/06/2005;56.4
Brasil;Hipermercados e supermercados;01/07/2005;60.3
Brasil;Hipermercados e supermercados;01/08/2005;59.4
Brasil;Hipermercados e supermercados;01/09/2005;58.4
Brasil;Hipermercados e supermercados;01/10/2005;61.7
Brasil;Hipermercados e supermercados;01/11/2005;59.8
Brasil;Hipermercados e supermercados;01/12/2005;78.8
Brasil;Hipermercados e supermercados;01/01/2006;60.3
Brasil;Hipermercados e supermercados;01/02/2006;56.8
Brasil;Hipermercados e supermercados;01/03/2006;62.5
Brasil;Hipermercados e supermercados;01/04/2006;65.7
Brasil;Hipermercados e supermercados;01/05/2006;61.7
Brasil;Hipermercados e supermercados;01/06/2006;61.5
Brasil;Hipermercados e supermercados;01/07/2006;63.5
Brasil;Hipermercados e supermercados;01/08/2006;64.2
Brasil;Hipermercados e supermercados;01/09/2006;65.0
Brasil;Hipermercados e supermercados;01/10/2006;65.8
Brasil;Hipermercados e supermercados;01/11/2006;65.6
Brasil;Hipermercados e supermercados;01/12/2006;84.5
Brasil;Hipermercados e supermercados;01/01/2007;63.4
Brasil;Hipermercados e supermercados;01/02/2007;61.6
Brasil;Hipermercados e supermercados;01/03/2007;69.7
Brasil;Hipermercados e supermercados;01/04/2007;68.6
Brasil;Hipermercados e supermercados;01/05/2007;67.0
Brasil;Hipermercados e supermercados;01/06/2007;66.7
Brasil;Hipermercados e supermercados;01/07/2007;66.7
Brasil;Hipermercados e supermercados;01/08/2007;68.2
Brasil;Hipermercados e supermercados;01/09/2007;69.3
Brasil;Hipermercados e supermercados;01/10/2007;69.4
Brasil;Hipermercados e supermercados;01/11/2007;69.8
Brasil;Hipermercados e supermercados;01/12/2007;89.8
Brasil;Hipermercados e supermercados;01/01/2008;68.9
Brasil;Hipermercados e supermercados;01/02/2008;66.7
Brasil;Hipermercados e supermercados;01/03/2008;75.5
Brasil;Hipermercados e supermercados;01/04/2008;68.6
Brasil;Hipermercados e supermercados;01/05/2008;72.4
Brasil;Hipermercados e supermercados;01/06/2008;67.5
Brasil;Hipermercados e supermercados;01/07/2008;70.1
Brasil;Hipermercados e supermercados;01/08/2008;73.4
Brasil;Hipermercados e supermercados;01/09/2008;69.9
Brasil;Hipermercados e supermercados;01/10/2008;74.3
Brasil;Hipermercados e supermercados;01/11/2008;73.8
Brasil;Hipermercados e supermercados;01/12/2008;92.6
Brasil;Hipermercados e supermercados;01/01/2009;73.5
Brasil;Hipermercados e supermercados;01/02/2009;70.4
Brasil;Hipermercados e supermercados;01/03/2009;75.0
Brasil;Hipermercados e supermercados;01/04/2009;78.3
Brasil;Hipermercados e supermercados;01/05/2009;77.1
Brasil;Hipermercados e supermercados;01/06/2009;73.0
Brasil;Hipermercados e supermercados;01/07/2009;77.1
Brasil;Hipermercados e supermercados;01/08/2009;79.5
Brasil;Hipermercados e supermercados;01/09/2009;76.5
Brasil;Hipermercados e supermercados;01/10/2009;83.3
Brasil;Hipermercados e supermercados;01/11/2009;79.6
Brasil;Hipermercados e supermercados;01/12/2009;101.3
Brasil;Hipermercados e supermercados;01/01/2010;80.8
Brasil;Hipermercados e supermercados;01/02/2010;78.2
Brasil;Hipermercados e supermercados;01/03/2010;86.4
Brasil;Hipermercados e supermercados;01/04/2010;82.4
